ENSG00000112079
ENSG00000168280
ENSG00000181449
ENSG00000124507
ENSG00000213047
ENSG00000163636
ENSG00000120705
ENSG00000123338
ENSG00000170604
ENSG00000275832
ENSG00000170242
ENSG00000139116
ENSG00000106571
ENSG00000079819
ENSG00000160199
ENSG00000169813
ENSG00000167965
ENSG00000008130
ENSG00000107263
ENSG00000197892
ENSG00000198914
ENSG00000074047
ENSG00000079134
ENSG00000080371
ENSG00000106263
ENSG00000187634
ENSG00000138193
ENSG00000165527
ENSG00000100519
ENSG00000186472
ENSG00000164548
ENSG00000100084
ENSG00000166342
ENSG00000175155
ENSG00000115252
ENSG00000114354
ENSG00000114423
ENSG00000203943
ENSG00000162687
ENSG00000117751
ENSG00000187735
ENSG00000110107
ENSG00000140009
ENSG00000170390
ENSG00000135457
ENSG00000197959
ENSG00000138386
ENSG00000160410
ENSG00000164796
ENSG00000136205
ENSG00000100027
ENSG00000113658
ENSG00000182004
ENSG00000134278
ENSG00000162761
ENSG00000124788
ENSG00000137502
ENSG00000177301
ENSG00000143368
ENSG00000114978
ENSG00000119383
ENSG00000154845
ENSG00000132953
ENSG00000101076
ENSG00000174013
ENSG00000161202
ENSG00000141580
ENSG00000173542
ENSG00000107130
ENSG00000120738
ENSG00000156269
ENSG00000157554
ENSG00000068078
ENSG00000123091
ENSG00000178982
ENSG00000082153
ENSG00000137672
ENSG00000143458
ENSG00000048540
ENSG00000267796
ENSG00000132694
ENSG00000136944
ENSG00000072736
ENSG00000133740
ENSG00000110768
ENSG00000057657
ENSG00000166025
ENSG00000204392
ENSG00000077312
ENSG00000085978
ENSG00000113615
ENSG00000108443
ENSG00000135540
ENSG00000115694
ENSG00000133863
ENSG00000169047
ENSG00000186094
ENSG00000125971
ENSG00000143850
ENSG00000006453
ENSG00000102547
ENSG00000111647
ENSG00000077380
ENSG00000198752
ENSG00000185009
ENSG00000151422
ENSG00000177508
ENSG00000112118
ENSG00000169180
ENSG00000119522
ENSG00000188229
ENSG00000197157
ENSG00000114316
ENSG00000185651
ENSG00000187323
ENSG00000070367
ENSG00000184408
ENSG00000099817
ENSG00000172530
ENSG00000185189
ENSG00000166855
ENSG00000137815
ENSG00000166333
ENSG00000125651
ENSG00000198873
ENSG00000184014
ENSG00000112941
ENSG00000103342
ENSG00000139132
ENSG00000196230
ENSG00000176853
ENSG00000112837
ENSG00000008853
ENSG00000006704
ENSG00000047346
ENSG00000143545
ENSG00000101216
ENSG00000134748
ENSG00000143376
ENSG00000113141
ENSG00000157106
ENSG00000011258
ENSG00000166387
ENSG00000077147
ENSG00000100266
ENSG00000119318
ENSG00000157087
ENSG00000115112
ENSG00000107372
ENSG00000167549
ENSG00000141448
ENSG00000134108
ENSG00000156599
ENSG00000157077
ENSG00000120729
ENSG00000071205
ENSG00000140307
ENSG00000042429
ENSG00000112365
ENSG00000101343
ENSG00000107187
ENSG00000100991
ENSG00000109572
ENSG00000182168
ENSG00000120162
ENSG00000131196
ENSG00000132294
ENSG00000180660
ENSG00000167005
ENSG00000153207
ENSG00000124181
ENSG00000086589
ENSG00000020256
ENSG00000164142
ENSG00000178573
ENSG00000112078
ENSG00000074266
