dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.785214, 0.041821)","(0.840116, 0.021899)","(0.657617, 0.052126)","(0.684638, 0.096014)","(0.641343, 0.05033)","(0.510233, 0.05233)","(0.684638, 0.096014)","(0.88579, 0.030609)","(0.558116, 0.063712)",lr
cat_1_sd,"(0.81288, 0.026639)","(0.830196, 0.010001)","(0.674721, 0.027032)","(0.781063, 0.061959)","(0.595503, 0.014917)","(0.514938, 0.027225)","(0.781063, 0.061959)","(0.844698, 0.01343)","(0.573233, 0.037651)",lr
cat_1_2,"(0.758452, 0.028061)","(0.7319, 0.018755)","(0.576619, 0.029477)","(0.807053, 0.053971)","(0.44888, 0.022026)","(0.406794, 0.027235)","(0.807053, 0.053971)","(0.709851, 0.019712)","(0.44062, 0.046837)",lr
cat_1_2_sd,"(0.773507, 0.024242)","(0.740831, 0.022301)","(0.593134, 0.026906)","(0.833333, 0.042588)","(0.460871, 0.024248)","(0.422274, 0.02534)","(0.833333, 0.042588)","(0.713681, 0.027422)","(0.466086, 0.041647)",lr
cat_1_2_3,"(0.772888, 0.030486)","(0.734895, 0.021844)","(0.589995, 0.032254)","(0.842319, 0.047896)","(0.454048, 0.024794)","(0.419305, 0.030556)","(0.842319, 0.047896)","(0.703457, 0.016558)","(0.462815, 0.051327)",lr
complete,"(0.782006, 0.020735)","(0.741821, 0.020403)","(0.600396, 0.022247)","(0.855459, 0.03465)","(0.462887, 0.021054)","(0.428992, 0.021649)","(0.855459, 0.03465)","(0.708553, 0.025476)","(0.478888, 0.03509)",lr
