dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.851265, 0.040093)","(0.9186, 0.016616)","(0.79934, 0.053622)","(0.728213, 0.084967)","(0.894448, 0.028006)","(0.712263, 0.054682)","(0.728213, 0.084967)","(0.974318, 0.009095)","(0.757762, 0.053388)",nn
cat_1_sd,"(0.88659, 0.039311)","(0.927521, 0.019934)","(0.833686, 0.05168)","(0.811691, 0.075678)","(0.859487, 0.028003)","(0.741819, 0.065707)","(0.811691, 0.075678)","(0.961489, 0.007023)","(0.788907, 0.061544)",nn
cat_1_2,"(0.870751, 0.014825)","(0.848057, 0.016884)","(0.731617, 0.021705)","(0.912271, 0.036389)","(0.612144, 0.032179)","(0.577857, 0.027515)","(0.912271, 0.036389)","(0.829231, 0.026429)","(0.657074, 0.028102)",nn
cat_1_2_sd,"(0.85591, 0.017087)","(0.80829, 0.030876)","(0.691832, 0.029447)","(0.942995, 0.029495)","(0.548105, 0.03985)","(0.529121, 0.034262)","(0.942995, 0.029495)","(0.768825, 0.045354)","(0.612615, 0.034941)",nn
cat_1_2_3,"(0.853239, 0.020473)","(0.811285, 0.030369)","(0.692034, 0.030166)","(0.929952, 0.044201)","(0.553171, 0.039708)","(0.529601, 0.035172)","(0.929952, 0.044201)","(0.776526, 0.045783)","(0.610756, 0.037988)",nn
complete,"(0.837866, 0.0201)","(0.775558, 0.026414)","(0.658545, 0.027822)","(0.951787, 0.021226)","(0.504069, 0.031048)","(0.490828, 0.031231)","(0.951787, 0.021226)","(0.723945, 0.03375)","(0.57245, 0.037321)",nn
