dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.856408, 0.035596)","(0.919575, 0.015434)","(0.804684, 0.045731)","(0.741063, 0.072553)","(0.884382, 0.01197)","(0.714357, 0.052426)","(0.741063, 0.072553)","(0.971754, 0.003192)","(0.760553, 0.049774)",nn
cat_1_sd,"(0.893008, 0.044303)","(0.925565, 0.028444)","(0.834804, 0.064674)","(0.833527, 0.075802)","(0.837405, 0.061398)","(0.739348, 0.086854)","(0.833527, 0.075802)","(0.95249, 0.017992)","(0.787327, 0.082948)",nn
cat_1_2,"(0.867923, 0.013914)","(0.834156, 0.016261)","(0.717825, 0.016693)","(0.929758, 0.042291)","(0.585884, 0.024562)","(0.560058, 0.020069)","(0.929758, 0.042291)","(0.806088, 0.029134)","(0.642829, 0.022525)",nn
cat_1_2_sd,"(0.875484, 0.020721)","(0.841116, 0.031512)","(0.729999, 0.037793)","(0.938454, 0.016972)","(0.599104, 0.050233)","(0.57607, 0.047376)","(0.938454, 0.016972)","(0.812514, 0.041797)","(0.658447, 0.047256)",nn
cat_1_2_3,"(0.866631, 0.02272)","(0.827181, 0.02724)","(0.712096, 0.036627)","(0.938647, 0.028774)","(0.574927, 0.044833)","(0.553823, 0.045159)","(0.938647, 0.028774)","(0.794615, 0.033387)","(0.636615, 0.04715)",nn
complete,"(0.841743, 0.027141)","(0.786469, 0.041042)","(0.669311, 0.042584)","(0.942899, 0.022407)","(0.520634, 0.051026)","(0.503815, 0.049091)","(0.942899, 0.022407)","(0.740587, 0.054386)","(0.583795, 0.054064)",nn
