dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.774212, 0.022889)","(0.856992, 0.013911)","(0.663209, 0.034968)","(0.622899, 0.041404)","(0.709896, 0.031113)","(0.528542, 0.037169)","(0.622899, 0.041404)","(0.925525, 0.008901)","(0.575173, 0.042521)",knn
cat_1_sd,"(0.78865, 0.021162)","(0.841072, 0.020641)","(0.66443, 0.036126)","(0.69285, 0.032202)","(0.640036, 0.05076)","(0.513581, 0.043823)","(0.69285, 0.032202)","(0.88445, 0.024076)","(0.562183, 0.048297)",knn
cat_1_2,"(0.758627, 0.012653)","(0.691114, 0.019931)","(0.564165, 0.015114)","(0.881836, 0.028695)","(0.415291, 0.017947)","(0.392819, 0.014485)","(0.881836, 0.028695)","(0.635418, 0.029766)","(0.433869, 0.02158)",knn
cat_1_2_sd,"(0.762329, 0.012742)","(0.680193, 0.022289)","(0.564111, 0.016818)","(0.912367, 0.023563)","(0.408725, 0.018804)","(0.392605, 0.016386)","(0.912367, 0.023563)","(0.612291, 0.032219)","(0.439898, 0.021915)",knn
cat_1_2_3,"(0.748963, 0.013845)","(0.664322, 0.015519)","(0.549398, 0.014849)","(0.903575, 0.029275)","(0.394925, 0.01335)","(0.378737, 0.013973)","(0.903575, 0.029275)","(0.594351, 0.0216)","(0.41739, 0.023435)",knn
complete,"(0.744134, 0.02035)","(0.654386, 0.02149)","(0.543485, 0.020058)","(0.908019, 0.037163)","(0.388094, 0.017033)","(0.37345, 0.018764)","(0.908019, 0.037163)","(0.580248, 0.027703)","(0.409882, 0.03373)",knn
