dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.675664, 0.041942)","(0.781548, 0.017223)","(0.493479, 0.064795)","(0.482222, 0.112799)","(0.522424, 0.036715)","(0.368867, 0.036559)","(0.482222, 0.112799)","(0.869107, 0.038265)","(0.361509, 0.060622)",knn
cat_1_sd,"(0.697307, 0.042399)","(0.776518, 0.020345)","(0.524977, 0.059732)","(0.552464, 0.095722)","(0.505902, 0.044338)","(0.382801, 0.044796)","(0.552464, 0.095722)","(0.842151, 0.026868)","(0.382732, 0.070228)",knn
cat_1_2,"(0.664168, 0.014628)","(0.540215, 0.012103)","(0.467221, 0.009354)","(0.890628, 0.030065)","(0.316742, 0.005956)","(0.307006, 0.006915)","(0.890628, 0.030065)","(0.437709, 0.017073)","(0.285846, 0.025031)",knn
cat_1_2_sd,"(0.66704, 0.026977)","(0.53022, 0.037625)","(0.46989, 0.023238)","(0.916908, 0.031559)","(0.316239, 0.020224)","(0.308941, 0.019554)","(0.916908, 0.031559)","(0.417171, 0.048564)","(0.295335, 0.04214)",knn
cat_1_2_3,"(0.647475, 0.009096)","(0.497522, 0.022775)","(0.453685, 0.005316)","(0.921353, 0.037663)","(0.301192, 0.006662)","(0.29519, 0.004558)","(0.921353, 0.037663)","(0.373598, 0.038337)","(0.268818, 0.016822)",knn
complete,"(0.651429, 0.007853)","(0.496532, 0.020231)","(0.456703, 0.005627)","(0.934396, 0.030612)","(0.302391, 0.006544)","(0.297308, 0.004905)","(0.934396, 0.030612)","(0.368462, 0.03331)","(0.277481, 0.013678)",knn
