dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.513726, 0.014554)","(0.775582, 0.005294)","(0.062884, 0.062132)","(0.035169, 0.03554)","(0.434286, 0.385619)","(0.240835, 0.012059)","(0.035169, 0.03554)","(0.992283, 0.007514)","(0.078474, 0.08096)",knn
cat_1_sd,"(0.518563, 0.02643)","(0.773597, 0.005433)","(0.085373, 0.100319)","(0.05256, 0.065377)","(0.314286, 0.257935)","(0.243237, 0.023237)","(0.05256, 0.065377)","(0.984566, 0.012653)","(0.065824, 0.09896)",knn
cat_1_2,"(0.50628, 0.048231)","(0.737875, 0.020881)","(0.112134, 0.131399)","(0.083188, 0.105017)","(0.193355, 0.18042)","(0.241126, 0.029587)","(0.083188, 0.105017)","(0.929371, 0.019559)","(-0.000343, 0.134446)",knn
cat_1_2_sd,"(0.501148, 0.049679)","(0.729934, 0.025538)","(0.10998, 0.129471)","(0.083188, 0.105017)","(0.182857, 0.173711)","(0.239527, 0.028018)","(0.083188, 0.105017)","(0.919107, 0.025588)","(-0.012804, 0.135101)",knn
cat_1_2_3,"(0.507418, 0.050468)","(0.734895, 0.023176)","(0.121213, 0.132874)","(0.091884, 0.110239)","(0.201157, 0.168204)","(0.241144, 0.032535)","(0.091884, 0.110239)","(0.922953, 0.024424)","(0.003552, 0.133341)",knn
complete,"(0.50485, 0.05042)","(0.730925, 0.024148)","(0.119743, 0.131068)","(0.091884, 0.110239)","(0.195098, 0.163353)","(0.239961, 0.030696)","(0.091884, 0.110239)","(0.917816, 0.026503)","(-0.003039, 0.131881)",knn
