dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.829364, 0.024615)","(0.862972, 0.014146)","(0.716955, 0.030971)","(0.767826, 0.049628)","(0.673774, 0.026809)","(0.570399, 0.035427)","(0.767826, 0.049628)","(0.890902, 0.01333)","(0.630112, 0.040132)",lr
cat_1_sd,"(0.85222, 0.040356)","(0.860022, 0.023957)","(0.729814, 0.050067)","(0.837971, 0.077065)","(0.647911, 0.040067)","(0.581581, 0.058975)","(0.837971, 0.077065)","(0.866468, 0.019822)","(0.648074, 0.067764)",lr
cat_1_2,"(0.857872, 0.013908)","(0.840106, 0.025712)","(0.717551, 0.024344)","(0.890435, 0.043298)","(0.603843, 0.041871)","(0.561191, 0.029848)","(0.890435, 0.043298)","(0.82531, 0.042662)","(0.636947, 0.029018)",lr
cat_1_2_sd,"(0.863515, 0.01182)","(0.844086, 0.018274)","(0.72384, 0.016398)","(0.89913, 0.044758)","(0.607977, 0.03185)","(0.568393, 0.020459)","(0.89913, 0.044758)","(0.827899, 0.034127)","(0.646022, 0.019932)",lr
cat_1_2_3,"(0.857499, 0.014675)","(0.837136, 0.015855)","(0.713683, 0.016394)","(0.894783, 0.048332)","(0.595603, 0.029657)","(0.555847, 0.019987)","(0.894783, 0.048332)","(0.820215, 0.030576)","(0.632713, 0.022909)",lr
complete,"(0.861242, 0.017721)","(0.838126, 0.023472)","(0.717596, 0.025883)","(0.903575, 0.046784)","(0.597466, 0.038985)","(0.560852, 0.031746)","(0.903575, 0.046784)","(0.818908, 0.038063)","(0.638684, 0.033483)",lr
