dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.78561, 0.054733)","(0.802772, 0.037782)","(0.632003, 0.073225)","(0.754693, 0.08606)","(0.54376, 0.064315)","(0.470731, 0.072852)","(0.754693, 0.08606)","(0.816527, 0.024751)","(0.514804, 0.099746)",lr
cat_1_sd,"(0.787084, 0.038926)","(0.788042, 0.02377)","(0.624182, 0.048081)","(0.785523, 0.067964)","(0.518044, 0.038024)","(0.457409, 0.047656)","(0.785523, 0.067964)","(0.788646, 0.01359)","(0.505696, 0.067427)",lr
cat_1_2,"(0.751087, 0.044)","(0.712504, 0.041998)","(0.563281, 0.052711)","(0.820898, 0.057415)","(0.429609, 0.04809)","(0.394946, 0.048636)","(0.820898, 0.057415)","(0.681276, 0.042489)","(0.424287, 0.077289)",lr
cat_1_2_sd,"(0.755375, 0.043363)","(0.714469, 0.034132)","(0.566642, 0.049523)","(0.829594, 0.063775)","(0.430574, 0.041246)","(0.397786, 0.046044)","(0.829594, 0.063775)","(0.681157, 0.027825)","(0.430521, 0.074747)",lr
cat_1_2_3,"(0.745658, 0.038502)","(0.696793, 0.036629)","(0.553683, 0.044752)","(0.834139, 0.052181)","(0.415011, 0.039746)","(0.384931, 0.041097)","(0.834139, 0.052181)","(0.657176, 0.037273)","(0.412681, 0.06662)",lr
complete,"(0.743007, 0.038987)","(0.692876, 0.033296)","(0.550067, 0.044197)","(0.833942, 0.056277)","(0.410776, 0.037163)","(0.381538, 0.040512)","(0.833942, 0.056277)","(0.652073, 0.030578)","(0.40769, 0.066977)",lr
