dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,0.8187624924082482,0.8429537332174248,0.6934409841503663,0.7746530989824236,0.6336803517393579,0.5403326542373129,0.7746530989824236,0.8628718858340724,0.5984130273850541,lr
cat_1_sd,0.8159806126997863,0.8174442190669371,0.6697387621649495,0.8135060129509712,0.5717267843207424,0.5067167881852714,0.8135060129509712,0.8184552124486011,0.5673240184271051,lr
cat_1_2,0.7858846331156043,0.7399401139766251,0.6034123163328097,0.870027752081406,0.462502644557123,0.4322227746085746,0.870027752081406,0.7017415141498025,0.4848148090263365,lr
cat_1_2_sd,0.7828683572496672,0.7281512605042018,0.5966079910597597,0.8830712303422755,0.4511522726986644,0.42519908878393775,0.8830712303422755,0.6826654841570587,0.4776964301494715,lr
cat_1_2_3,0.7806019372681686,0.7271756978653532,0.5949178039454055,0.8785383903792784,0.4510078820239003,0.4241109519352933,0.8785383903792784,0.6826654841570587,0.47486114799191004,lr
complete,0.7795085832759717,0.7183376798995461,0.590563328453372,0.891581868640148,0.44235379820205056,0.41931772884603175,0.891581868640148,0.6674352979117956,0.4711490536700323,lr
