dataset_name,fit_time,score_time,test_AUC,test_Accuracy,test_f1,test_Recall,test_Precision,test_MCC,test_Average Precision,test_Sensitivity,test_Specificity,best_params
Cat_1,0.18732118606567383,0.06095676422119141,0.8442001662782938,0.8376422764227642,0.6074756917061055,0.5522664199814986,0.6771925619165671,0.5112634434754268,0.6555739250781281,0.5522664199814986,0.9215189873417721,"{'C': 100, 'max_iter': 100, 'penalty': 'l2'}"
Cat_1_sd,0.15578780174255372,0.06622886657714844,0.8240686317901508,0.7966127482383087,0.6008288295063862,0.5307226107226107,0.6970152028422705,0.47714749692549774,0.6865243838903068,0.5307226107226107,0.9063291139240507,"{'C': 10, 'max_iter': 100, 'penalty': 'l2'}"
Cat_1_2,0.0975912094116211,0.05319499969482422,0.7439161387855933,0.6879861813279406,0.7117234561927408,0.7121442125237192,0.711752321053609,0.3719332869978571,0.7741714407590462,0.7121442125237192,0.659493670886076,"{'C': 1, 'max_iter': 100, 'penalty': 'l2'}"
Cat_1_2_sd,0.10315504074096679,0.05886807441711426,0.7394442729237418,0.690909090909091,0.7323944197480288,0.7492682926829268,0.7167444248671476,0.36778720153317285,0.7851140394374359,0.7492682926829268,0.6151898734177215,"{'C': 1, 'max_iter': 100, 'penalty': 'l2'}"
Cat_1_2_3,0.09513621330261231,0.05811357498168945,0.740997846004456,0.6850557295840315,0.7339020837594311,0.7578040570466826,0.7115707021231195,0.35018198570319214,0.7898078980379293,0.7578040570466826,0.5873417721518988,"{'C': 1, 'max_iter': 100, 'penalty': 'l2'}"
Complete,0.07940182685852051,0.059953165054321286,0.7376349389007616,0.6868894601542417,0.7490733130662093,0.787012987012987,0.7148077396926364,0.3382264684696542,0.7989141013210549,0.787012987012987,0.540506329113924,"{'C': 1, 'max_iter': 100, 'penalty': 'l2'}"
dataset_name,fit_time,score_time,test_AUC,test_Accuracy,test_f1,test_Recall,test_Precision,test_MCC,test_Average Precision,test_Sensitivity,test_Specificity,best_params
Cat_1,1.2606989383697509,0.11808481216430664,0.8069848593074861,0.827843137254902,0.5184804584613845,0.4145235892691952,0.6983131200522505,0.44489595461862735,0.623506502827283,0.4145235892691952,0.9493670886075949,"{'max_depth': 40, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 5, 'n_estimators': 100}"
Cat_1_sd,3.2479530811309814,0.1152420997619629,0.7832542562922311,0.7759889493914158,0.5117970929310957,0.404988344988345,0.6987258687258687,0.4043584791199327,0.6484661795261105,0.404988344988345,0.9291139240506329,"{'max_depth': 50, 'max_features': 'sqrt', 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}"
Cat_1_2,2.046468734741211,0.12832388877868653,0.7355847888730457,0.6734597236265588,0.6906047274221038,0.6734805359093783,0.7087654510784652,0.34593691700753687,0.76609681780829,0.6734805359093783,0.6734177215189874,"{'max_depth': 10, 'max_features': 'log2', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}"
Cat_1_2_sd,38.55218844413757,0.41413106918334963,0.7331769064526089,0.681542699724518,0.7199225195306156,0.7248780487804878,0.7153338622897927,0.3511280252795259,0.7799533594408617,0.7248780487804878,0.6253164556962025,"{'max_depth': 10, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 1000}"
Cat_1_2_3,13.740703630447388,0.41464886665344236,0.7353881789262765,0.6850615575143878,0.7325470366223824,0.7521525378687217,0.7139998921396001,0.35096929579544617,0.7864054113819624,0.7521525378687217,0.5949367088607594,"{'max_depth': 60, 'max_features': 'log2', 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 1000}"
Complete,15.592616081237793,0.46269378662109373,0.7322867006411309,0.6822622107969151,0.7429013904646765,0.7731601731601732,0.7150772960394776,0.3305587833360656,0.7935749035278867,0.7731601731601732,0.549367088607595,"{'max_depth': 90, 'max_features': 'log2', 'min_samples_leaf': 2, 'min_samples_split': 2, 'n_estimators': 1000}"
dataset_name,fit_time,score_time,test_AUC,test_Accuracy,test_f1,test_Recall,test_Precision,test_MCC,test_Average Precision,test_Sensitivity,test_Specificity,best_params
Cat_1,0.1634603977203369,0.1799553394317627,0.8327620932329418,0.8473935915829747,0.6240484793424065,0.5562442183163737,0.7116613116613117,0.5366514828314,0.6591034760087503,0.5562442183163737,0.9329113924050633,"{'C': 10, 'degree': 3, 'gamma': 1, 'kernel': 'rbf'}"
Cat_1_sd,0.25661473274230956,0.17090873718261718,0.8203248650084094,0.8118393657911595,0.6297408841158841,0.5552447552447551,0.7368586725470331,0.5190617219654985,0.686397494544658,0.5552447552447551,0.9177215189873417,"{'C': 100, 'degree': 7, 'gamma': 0.1, 'kernel': 'poly'}"
Cat_1_2,0.5264881134033204,0.2697602272033691,0.7418846791844174,0.6850859453993933,0.6997229712748687,0.6777758610775688,0.7239732382277606,0.37065939462232367,0.7746468931920244,0.6777758610775688,0.6936708860759493,"{'C': 10, 'degree': 5, 'gamma': 0.1, 'kernel': 'poly'}"
Cat_1_2_sd,0.4940225601196289,0.2565887928009033,0.7404445816610065,0.6920110192837465,0.7302368012887769,0.7385365853658536,0.7225789105635172,0.3718619456424239,0.7893037504926783,0.7385365853658536,0.6316455696202532,"{'C': 100, 'degree': 3, 'gamma': 0.01, 'kernel': 'sigmoid'}"
