dataset_name,AUC,Accuracy,f1,Recall,Precision,Average Precision,Sensitivity,Specificity,MCC,model
cat_1,"(0.865804, 0.034224)","(0.91464, 0.028157)","(0.805862, 0.058865)","(0.776522, 0.047606)","(0.838751, 0.076792)","(0.704996, 0.081824)","(0.776522, 0.047606)","(0.955087, 0.023963)","(0.752612, 0.07801)",svm
cat_1_sd,"(0.88172, 0.041668)","(0.905734, 0.031305)","(0.801753, 0.062334)","(0.837874, 0.06684)","(0.770993, 0.073045)","(0.685551, 0.084729)","(0.837874, 0.06684)","(0.925567, 0.02703)","(0.742295, 0.082866)",svm
cat_1_2,"(0.80717, 0.023096)","(0.732767, 0.04676)","(0.617843, 0.036014)","(0.943092, 0.044748)","(0.462177, 0.046236)","(0.447459, 0.037808)","(0.943092, 0.044748)","(0.671249, 0.069842)","(0.519578, 0.042316)",svm
cat_1_2_sd,"(0.794541, 0.02303)","(0.70595, 0.048599)","(0.598244, 0.033831)","(0.956329, 0.041249)","(0.437677, 0.04248)","(0.427174, 0.034035)","(0.956329, 0.041249)","(0.632754, 0.071985)","(0.497078, 0.039221)",svm
cat_1_2_3,"(0.783321, 0.022642)","(0.679198, 0.028889)","(0.579524, 0.02507)","(0.973623, 0.025802)","(0.412907, 0.02363)","(0.408169, 0.024465)","(0.973623, 0.025802)","(0.593019, 0.036074)","(0.476183, 0.037324)",svm
complete,"(0.767578, 0.014683)","(0.652396, 0.019742)","(0.560547, 0.015824)","(0.978068, 0.019663)","(0.393024, 0.014694)","(0.389412, 0.015075)","(0.978068, 0.019663)","(0.557089, 0.025632)","(0.452017, 0.023846)",svm
