Gene,Ensembl_ID,Probability_Class_0,Probability_Class_1,Chromosome,SFARI_Gene_Score
ZMYND8,ENSG00000101040,1.4662743e-05,0.99998534,20,1.0
CHD9,ENSG00000177200,1.4662743e-05,0.99998534,16,3.0
CHD8,ENSG00000100888,4.6253204e-05,0.99995375,14,1.0
ASH1L,ENSG00000116539,6.2942505e-05,0.99993706,1,1.0
KMT2A,ENSG00000118058,7.092953e-05,0.9999291,11,1.0
CHD4,ENSG00000111642,0.00013434887,0.99986565,12,
NSD3,ENSG00000147548,0.00015974045,0.99984026,8,
BAZ2B,ENSG00000123636,0.00017756224,0.99982244,2,1.0
UBR5,ENSG00000104517,0.00019520521,0.9998048,8,2.0
CHD2,ENSG00000173575,0.00020307302,0.9997969,15,1.0
EP300,ENSG00000100393,0.0002438426,0.99975616,22,1.0
SCAF4,ENSG00000156304,0.00030493736,0.99969506,21,2.0
NIPBL,ENSG00000164190,0.00032687187,0.9996731,5,1.0
BPTF,ENSG00000171634,0.0003399849,0.99966,17,
RUNX1T1,ENSG00000079102,0.0003567934,0.9996432,8,1.0
CHD1,ENSG00000153922,0.00041371584,0.9995863,5,2.0
ANKRD12,ENSG00000101745,0.00042527914,0.9995747,18,
TRIM24,ENSG00000122779,0.00048220158,0.9995178,7,
EIF3E,ENSG00000104408,0.00055259466,0.9994474,8,
USP9Y,ENSG00000114374,0.00059759617,0.9994024,Y,2.0
GRIN2B,ENSG00000273079,0.000600934,0.99939907,12,1.0
DOP1A,ENSG00000083097,0.0006773472,0.99932265,6,
KAT6A,ENSG00000083168,0.0006774664,0.99932253,8,2.0
KAT6B,ENSG00000156650,0.0007021427,0.99929786,10,3.0
SHANK2,ENSG00000162105,0.0007427335,0.99925727,11,1.0
AP2S1,ENSG00000042753,0.0007442832,0.9992557,19,1.0
PBRM1,ENSG00000163939,0.00084245205,0.99915755,3,
SOX5,ENSG00000134532,0.000859499,0.9991405,12,1.0
,ENSG00000285827,0.00088351965,0.9991165,11,
DOT1L,ENSG00000104885,0.0008868575,0.99911314,19,
U2SURP,ENSG00000163714,0.00091290474,0.9990871,3,
PHIP,ENSG00000146247,0.0009358525,0.99906415,6,1.0
NCOR1,ENSG00000141027,0.00095528364,0.9990447,17,2.0
SETD2,ENSG00000181555,0.00096052885,0.9990395,3,1.0
PHF14,ENSG00000106443,0.00097084045,0.99902916,7,3.0
AFF2,ENSG00000155966,0.0009765625,0.99902344,X,1.0
SRSF11,ENSG00000116754,0.0010451078,0.9989549,1,2.0
BNC2,ENSG00000173068,0.0010506511,0.99894935,9,
CBFA2T2,ENSG00000078699,0.0010606647,0.99893934,20,
STAG1,ENSG00000118007,0.0010979176,0.9989021,3,
NBEA,ENSG00000172915,0.0011053681,0.99889463,13,1.0
USP9X,ENSG00000124486,0.0011056066,0.9988944,X,1.0
BCLAF1,ENSG00000029363,0.0011419058,0.9988581,6,
TLE4,ENSG00000106829,0.0011918545,0.99880815,9,
SMARCA4,ENSG00000127616,0.0012132525,0.99878675,19,1.0
ZFHX3,ENSG00000140836,0.0012398958,0.9987601,16,
SYMPK,ENSG00000125755,0.0012842417,0.99871576,19,
FRYL,ENSG00000075539,0.0012913942,0.9987086,4,
SMARCC2,ENSG00000139613,0.001303494,0.9986965,12,1.0
TSHZ1,ENSG00000179981,0.0013152957,0.9986847,18,1.0
MED12,ENSG00000184634,0.001373291,0.9986267,X,
THOC2,ENSG00000125676,0.00137496,0.99862504,X,
SNRNP200,ENSG00000144028,0.0014467835,0.9985532,2,
SOX6,ENSG00000110693,0.0014594793,0.9985405,11,
DDX46,ENSG00000145833,0.0014597178,0.9985403,5,
ZNF609,ENSG00000180357,0.0014641285,0.9985359,15,
TAF3,ENSG00000165632,0.0014932752,0.9985067,10,
SETBP1,ENSG00000152217,0.0014950037,0.998505,18,1.0
LRBA,ENSG00000198589,0.001509428,0.9984906,4,2.0
MLLT10,ENSG00000078403,0.001516521,0.9984835,10,
KDM6A,ENSG00000147050,0.0015226007,0.9984774,X,2.0
ZNF608,ENSG00000168916,0.0015512705,0.9984487,5,
NCOR2,ENSG00000196498,0.0015595555,0.99844044,12,
NAV1,ENSG00000134369,0.0015716553,0.99842834,1,
NSD1,ENSG00000165671,0.0015869141,0.9984131,5,1.0
SMARCA2,ENSG00000080503,0.0016402602,0.99835974,9,1.0
CHD3,ENSG00000170004,0.0016428828,0.9983571,17,1.0
PPP1CC,ENSG00000186298,0.001665175,0.9983348,12,
SATB1,ENSG00000182568,0.0016770959,0.9983229,3,1.0
KAT2B,ENSG00000114166,0.0016937256,0.9983063,3,2.0
ADGRL2,ENSG00000117114,0.0017325878,0.9982674,1,
CDK13,ENSG00000065883,0.0017339587,0.99826604,7,
CHD7,ENSG00000171316,0.0017534494,0.99824655,8,1.0
MAMLD1,ENSG00000013619,0.0017833114,0.9982167,X,
PPP1CA,ENSG00000172531,0.0018533468,0.99814665,11,
DOP1B,ENSG00000142197,0.0018901825,0.9981098,21,
TSHZ3,ENSG00000121297,0.0018949509,0.99810505,19,1.0
CHD6,ENSG00000124177,0.001901567,0.99809843,20,
RALGAPA1,ENSG00000174373,0.0019783974,0.9980216,14,
NF1,ENSG00000196712,0.0020164251,0.9979836,17,1.0
GPS1,ENSG00000169727,0.0020424128,0.9979576,17,
CREBBP,ENSG00000005339,0.0020455122,0.9979545,16,1.0
ZC3H18,ENSG00000158545,0.0020928383,0.99790716,16,
DDX23,ENSG00000174243,0.0021427274,0.9978573,12,
FRY,ENSG00000073910,0.002176404,0.9978236,13,
IQSEC1,ENSG00000144711,0.0022045374,0.99779546,3,
IGF2BP2,ENSG00000073792,0.002223432,0.99777657,3,
NLGN1,ENSG00000169760,0.002265215,0.9977348,3,2.0
USP34,ENSG00000115464,0.0023350716,0.9976649,2,
TRPM3,ENSG00000083067,0.002409935,0.99759007,9,
ASXL3,ENSG00000141431,0.002421677,0.9975783,18,1.0
ANKRD11,ENSG00000167522,0.0024988055,0.9975012,16,1.0
CCAR1,ENSG00000060339,0.0025003552,0.99749964,10,
RAB6A,ENSG00000175582,0.0025320053,0.997468,11,
TLE1,ENSG00000196781,0.0025554895,0.9974445,9,
CDK19,ENSG00000155111,0.0025746822,0.9974253,6,3.0
PHF2,ENSG00000197724,0.002580285,0.9974197,9,1.0
EP400,ENSG00000183495,0.0025883317,0.99741167,12,2.0
ZC3H13,ENSG00000123200,0.0026584268,0.9973416,13,
RAB6B,ENSG00000154917,0.0026815534,0.99731845,3,
MYCBP2,ENSG00000005810,0.0026854873,0.9973145,13,1.0
NAV3,ENSG00000067798,0.0028576255,0.9971424,12,2.0
ROBO2,ENSG00000185008,0.002900958,0.99709904,3,2.0
CDK11B,ENSG00000248333,0.002941966,0.99705803,1,
TRIM37,ENSG00000108395,0.0030009747,0.996999,17,
ANK2,ENSG00000145362,0.003016889,0.9969831,4,1.0
RALGAPB,ENSG00000170471,0.0030508637,0.99694914,20,1.0
ADGRL3,ENSG00000150471,0.0030528903,0.9969471,4,
TLK1,ENSG00000198586,0.0030693412,0.99693066,2,
UNC79,ENSG00000133958,0.0031154752,0.9968845,14,2.0
RAB11B,ENSG00000185236,0.0031281114,0.9968719,19,
GRIA2,ENSG00000120251,0.0031620264,0.996838,4,1.0
ZNF532,ENSG00000074657,0.0032814145,0.9967186,18,
TAF1,ENSG00000147133,0.003297627,0.9967024,X,
GRIA1,ENSG00000155511,0.0033044815,0.9966955,5,2.0
GRIA3,ENSG00000125675,0.0033100843,0.9966899,X,
MED13L,ENSG00000123066,0.0033667684,0.99663323,12,1.0
GRIA4,ENSG00000152578,0.0033774376,0.99662256,11,
STRN3,ENSG00000196792,0.0033931732,0.9966068,14,
HEATR5B,ENSG00000008869,0.0034122467,0.99658775,2,
IKZF1,ENSG00000185811,0.0034250617,0.99657494,7,3.0
MARK2,ENSG00000072518,0.0034319162,0.9965681,11,2.0
JARID2,ENSG00000008083,0.003457725,0.9965423,6,2.0
DACH2,ENSG00000126733,0.0034832954,0.9965167,X,
GRIN1,ENSG00000176884,0.0035672188,0.9964328,9,1.0
HTT,ENSG00000197386,0.0035972595,0.99640274,4,
PDS5A,ENSG00000121892,0.0037093163,0.9962907,4,
SMARCC1,ENSG00000173473,0.0037275553,0.99627244,3,
RALGAPA2,ENSG00000188559,0.0038026571,0.99619734,20,
TLE3,ENSG00000140332,0.0038540363,0.99614596,15,1.0
RAC2,ENSG00000128340,0.0038814545,0.99611855,22,
PPP2CB,ENSG00000104695,0.003978312,0.9960217,8,
BCOR,ENSG00000183337,0.004034877,0.9959651,X,
RAB11A,ENSG00000103769,0.004052818,0.9959472,15,
CNOT1,ENSG00000125107,0.004144609,0.9958554,16,2.0
SFSWAP,ENSG00000061936,0.0041458607,0.99585414,12,
SIN3A,ENSG00000169375,0.004187882,0.9958121,15,1.0
NAV2,ENSG00000166833,0.00420475,0.99579525,11,2.0
GABRB1,ENSG00000163288,0.004211843,0.99578816,4,
PPP4C,ENSG00000149923,0.0042679906,0.995732,16,
NACC1,ENSG00000160877,0.004383445,0.99561656,19,1.0
SRPK2,ENSG00000135250,0.0043976307,0.99560237,7,
PHF20L1,ENSG00000129292,0.0044133663,0.99558663,8,
SYNGAP1,ENSG00000197283,0.0044662952,0.9955337,6,1.0
HEATR5A,ENSG00000129493,0.0044800043,0.99552,14,
PNISR,ENSG00000132424,0.0044843554,0.99551564,6,
NEDD4L,ENSG00000049759,0.0044992566,0.99550074,18,
PHF8,ENSG00000172943,0.004568219,0.9954318,X,
BAZ2A,ENSG00000076108,0.0046331882,0.9953668,12,
ARFGEF3,ENSG00000112379,0.004646659,0.99535334,6,
KDM6B,ENSG00000132510,0.004648924,0.9953511,17,1.0
TET1,ENSG00000138336,0.004692018,0.995308,10,
SHANK3,ENSG00000251322,0.004756987,0.995243,22,1.0
MARK1,ENSG00000116141,0.004807472,0.9951925,1,2.0
HDAC3,ENSG00000171720,0.00480783,0.99519217,5,
RIMS2,ENSG00000176406,0.004831314,0.9951687,8,3.0
SRRT,ENSG00000087087,0.004903257,0.99509674,7,
MED13,ENSG00000108510,0.004942298,0.9950577,17,1.0
H4C8,ENSG00000158406,0.0049957633,0.99500424,6,
H4C16,ENSG00000197837,0.0049957633,0.99500424,12,
H4C9,ENSG00000276180,0.0049957633,0.99500424,6,
H4C6,ENSG00000274618,0.0049957633,0.99500424,6,
H4C13,ENSG00000275126,0.0049957633,0.99500424,6,
H4C14,ENSG00000270882,0.0049957633,0.99500424,1,
H4C2,ENSG00000278705,0.0049957633,0.99500424,6,
H4C12,ENSG00000273542,0.0049957633,0.99500424,6,
H4C4,ENSG00000277157,0.0049957633,0.99500424,6,
H4C15,ENSG00000270276,0.0049957633,0.99500424,1,
H4C1,ENSG00000278637,0.0049957633,0.99500424,6,
RAC3,ENSG00000169750,0.005066693,0.9949333,17,
SETD5,ENSG00000168137,0.0051240325,0.99487597,3,1.0
CELF2,ENSG00000048740,0.0051430464,0.99485695,10,2.0
HDAC1,ENSG00000116478,0.005158961,0.99484104,1,
RNASEK-C17orf49,ENSG00000161939,0.0051627755,0.9948372,17,
PDS5B,ENSG00000083642,0.00521785,0.99478215,13,
TRRAP,ENSG00000196367,0.005227983,0.994772,7,2.0
KDM3B,ENSG00000120733,0.005229652,0.99477035,5,1.0
AFF3,ENSG00000144218,0.0052366257,0.9947634,2,
ZMIZ1,ENSG00000108175,0.0052862763,0.9947137,10,2.0
PTPRS,ENSG00000105426,0.005375445,0.99462456,19,
NLGN4Y,ENSG00000165246,0.0053993464,0.99460065,Y,2.0
MAGI1,ENSG00000151276,0.005430639,0.99456936,3,
FNBP4,ENSG00000109920,0.0054520965,0.9945479,11,
HECTD1,ENSG00000092148,0.0054553747,0.9945446,14,
HIPK2,ENSG00000064393,0.0054751635,0.99452484,7,
MPHOSPH8,ENSG00000196199,0.005566895,0.9944331,13,
CTR9,ENSG00000198730,0.0056319833,0.994368,11,3.0
CACNA1C,ENSG00000151067,0.0056552887,0.9943447,12,1.0
ARFGEF1,ENSG00000066777,0.0058950186,0.994105,8,
GABRA1,ENSG00000022355,0.0059580207,0.994042,5,
MARK3,ENSG00000075413,0.005985081,0.9940149,14,
MINK1,ENSG00000141503,0.006008804,0.9939912,17,3.0
VIRMA,ENSG00000164944,0.006038487,0.9939615,8,
ROBO1,ENSG00000169855,0.006102979,0.993897,3,
ST18,ENSG00000147488,0.00613904,0.99386096,8,
GSE1,ENSG00000131149,0.006151259,0.99384874,16,
KDM2B,ENSG00000089094,0.006177902,0.9938221,12,1.0
PTPRK,ENSG00000152894,0.0062520504,0.99374795,6,
ZEB1,ENSG00000148516,0.006388247,0.99361175,10,
MAST1,ENSG00000105613,0.006390691,0.9936093,19,
HECTD4,ENSG00000173064,0.00644511,0.9935549,12,1.0
FRMD4A,ENSG00000151474,0.0065718293,0.9934282,10,
TANC2,ENSG00000170921,0.0065903664,0.99340963,17,1.0
SRCAP,ENSG00000080603,0.006604731,0.99339527,16,1.0
MEIS1,ENSG00000143995,0.0066313148,0.9933687,2,
COPS2,ENSG00000166200,0.0067247152,0.9932753,15,
UBN2,ENSG00000157741,0.006740749,0.99325925,7,2.0
KAT2A,ENSG00000108773,0.006772816,0.9932272,17,
CNOT3,ENSG00000088038,0.006801069,0.99319893,19,1.0
GABRA2,ENSG00000151834,0.0068023205,0.9931977,4,
TRIO,ENSG00000038382,0.006846428,0.9931536,5,1.0
PI4KA,ENSG00000241973,0.0069326162,0.9930674,22,
NFIX,ENSG00000008441,0.006971538,0.99302846,19,
MYT1L,ENSG00000186487,0.007040739,0.99295926,2,1.0
JMJD1C,ENSG00000171988,0.0070528984,0.9929471,10,2.0
VEZF1,ENSG00000136451,0.00714314,0.99285686,17,1.0
HDAC2,ENSG00000196591,0.007267773,0.9927322,6,
BRD9,ENSG00000028310,0.0073074102,0.9926926,5,
CADPS,ENSG00000163618,0.0073121786,0.9926878,3,2.0
CELF4,ENSG00000101489,0.007335782,0.9926642,18,1.0
RAB3A,ENSG00000105649,0.0073781013,0.9926219,19,
KDM5A,ENSG00000073614,0.007412493,0.9925875,12,2.0
IKZF3,ENSG00000161405,0.007432699,0.9925673,17,
BCL11A,ENSG00000119866,0.007461846,0.99253815,2,1.0
WAPL,ENSG00000062650,0.007583618,0.9924164,10,
SREK1,ENSG00000153914,0.0076384544,0.99236155,5,
SRCIN1,ENSG00000277363,0.007646501,0.9923535,17,
GABRB3,ENSG00000166206,0.0076627135,0.9923373,15,1.0
CELF1,ENSG00000149187,0.0076738596,0.99232614,11,
NRIP1,ENSG00000180530,0.007684827,0.9923152,21,
SAFB,ENSG00000160633,0.0077311397,0.99226886,19,
GRID2,ENSG00000152208,0.007811308,0.9921887,4,2.0
POU6F2,ENSG00000106536,0.007884085,0.9921159,7,
NOL4,ENSG00000101746,0.008007705,0.9919923,18,
KDM5D,ENSG00000012817,0.008015215,0.9919848,Y,
DLG1,ENSG00000075711,0.008110344,0.99188966,3,2.0
NEO1,ENSG00000067141,0.008191645,0.99180835,15,2.0
RAB3D,ENSG00000105514,0.008212745,0.99178725,19,
CDK11A,ENSG00000008128,0.008362472,0.9916375,1,
PHC3,ENSG00000173889,0.008520126,0.9914799,3,
MACO1,ENSG00000204178,0.008603156,0.99139684,1,
MED12L,ENSG00000144893,0.00862366,0.99137634,3,2.0
CASZ1,ENSG00000130940,0.008685887,0.9913141,1,1.0
SETD1B,ENSG00000139718,0.008745074,0.9912549,12,2.0
TAF1L,ENSG00000122728,0.008762479,0.9912375,9,
PSMD6,ENSG00000163636,0.00876683,0.99123317,3,1.0
COPS3,ENSG00000141030,0.008796573,0.9912034,17,
SLTM,ENSG00000137776,0.008806646,0.99119335,15,
RAB35,ENSG00000111737,0.008809328,0.9911907,12,
PPP2R5D,ENSG00000112640,0.008992255,0.99100775,6,1.0
ZNF592,ENSG00000166716,0.008996725,0.9910033,15,
GON4L,ENSG00000116580,0.009020567,0.99097943,1,
UTY,ENSG00000183878,0.009047508,0.9909525,Y,
ATRX,ENSG00000085224,0.009163618,0.9908364,X,1.0
DIP2B,ENSG00000066084,0.009253025,0.990747,12,
MGA,ENSG00000174197,0.009275377,0.9907246,15,
GSK3B,ENSG00000082701,0.009298801,0.9907012,3,
MEF2A,ENSG00000068305,0.009461641,0.99053836,15,
ZEB2,ENSG00000169554,0.0095232725,0.9904767,2,
WDR20,ENSG00000140153,0.009573519,0.9904265,14,
PTPRD,ENSG00000153707,0.00973165,0.99026835,9,
RAP2A,ENSG00000125249,0.009781897,0.9902181,13,
SCN9A,ENSG00000169432,0.009854913,0.9901451,2,2.0
TNKS,ENSG00000173273,0.009970486,0.9900295,8,
GBF1,ENSG00000107862,0.010111153,0.98988885,10,
BRWD3,ENSG00000165288,0.010116637,0.98988336,X,
ZNF800,ENSG00000048405,0.01017344,0.98982656,7,
BBX,ENSG00000114439,0.010312021,0.989688,3,
NR2C2,ENSG00000177463,0.010374486,0.9896255,3,
RSBN1L,ENSG00000187257,0.01038909,0.9896109,7,
ZFY,ENSG00000067646,0.010413289,0.9895867,Y,
ATF7IP,ENSG00000171681,0.01042819,0.9895718,12,
NRXN1,ENSG00000179915,0.010447025,0.989553,2,1.0
STAG2,ENSG00000101972,0.010483682,0.9895163,X,
POU4F1,ENSG00000152192,0.010512352,0.98948765,13,
TSC2,ENSG00000103197,0.010522962,0.98947704,16,1.0
CASK,ENSG00000147044,0.010688484,0.9893115,X,1.0
BAP1,ENSG00000163930,0.010762215,0.9892378,3,
KDM1A,ENSG00000004487,0.010853171,0.9891468,1,
SYNCRIP,ENSG00000135316,0.010874867,0.98912513,6,2.0
NAA16,ENSG00000172766,0.010979116,0.9890209,13,
ARFGEF2,ENSG00000124198,0.010984361,0.98901564,20,
RAB5A,ENSG00000144566,0.011074841,0.98892516,3,
AFF4,ENSG00000072364,0.011230588,0.9887694,5,
TTBK2,ENSG00000128881,0.011290848,0.98870915,15,
DLG2,ENSG00000150672,0.011293769,0.98870623,11,2.0
WDR44,ENSG00000131725,0.011378586,0.9886214,X,
DLGAP2,ENSG00000198010,0.011493802,0.9885062,8,2.0
ARID3A,ENSG00000116017,0.011648715,0.9883513,19,
RSF1,ENSG00000048649,0.011680365,0.98831964,11,
EFR3A,ENSG00000132294,0.011749506,0.9882505,8,2.0
ADGRL1,ENSG00000072071,0.011869431,0.98813057,19,3.0
MAGI2,ENSG00000187391,0.011903405,0.9880966,7,
SGIP1,ENSG00000118473,0.012033999,0.987966,1,
THRAP3,ENSG00000054118,0.012131512,0.9878685,1,
WDR7,ENSG00000091157,0.012377143,0.98762286,18,
ATXN2,ENSG00000204842,0.012430489,0.9875695,12,
ATN1,ENSG00000111676,0.012543261,0.98745674,12,
HDAC9,ENSG00000048052,0.012614727,0.9873853,7,
SCAF8,ENSG00000213079,0.012621462,0.98737854,6,
CAMK2G,ENSG00000148660,0.012647867,0.98735213,10,
RAB8B,ENSG00000166128,0.012693167,0.98730683,15,
CSNK1G2,ENSG00000133275,0.012843609,0.9871564,19,
ARID4B,ENSG00000054267,0.012870491,0.9871295,1,
BRD8,ENSG00000112983,0.013004065,0.98699594,5,
PTPRU,ENSG00000060656,0.0132059455,0.98679405,1,
TET2,ENSG00000168769,0.013278127,0.9867219,4,2.0
ZSWIM6,ENSG00000130449,0.01337564,0.98662436,5,
NFYC,ENSG00000066136,0.013399303,0.9866007,1,
KDM4B,ENSG00000127663,0.013448954,0.98655105,19,2.0
RAB5C,ENSG00000108774,0.013543248,0.98645675,17,
IKZF2,ENSG00000030419,0.013638377,0.9863616,2,
ELAVL2,ENSG00000107105,0.013661146,0.98633885,9,2.0
PAX2,ENSG00000075891,0.013685226,0.9863148,10,
TLK2,ENSG00000146872,0.0137063265,0.9862937,17,1.0
PHF3,ENSG00000118482,0.013807237,0.98619276,6,1.0
U2AF2,ENSG00000063244,0.013817668,0.98618233,19,3.0
NFIB,ENSG00000147862,0.013904631,0.98609537,9,2.0
DIP2C,ENSG00000151240,0.01402539,0.9859746,10,2.0
RBM39,ENSG00000131051,0.014065802,0.9859342,20,
FIP1L1,ENSG00000145216,0.014315724,0.9856843,4,
SAFB2,ENSG00000130254,0.014356852,0.98564315,19,
ARHGEF9,ENSG00000131089,0.01438731,0.9856127,X,1.0
PAK3,ENSG00000077264,0.014719069,0.98528093,X,
ZNF644,ENSG00000122482,0.014829457,0.98517054,1,
TSHZ2,ENSG00000182463,0.014861405,0.9851386,20,
ZBTB14,ENSG00000198081,0.014903367,0.98509663,18,
MAPK10,ENSG00000109339,0.014942348,0.98505765,4,
CPSF6,ENSG00000111605,0.014973342,0.98502666,12,
PTPRM,ENSG00000173482,0.015039504,0.9849605,18,
PUF60,ENSG00000179950,0.0150946975,0.9849053,8,
MAST3,ENSG00000099308,0.015178382,0.9848216,19,3.0
BRD7,ENSG00000166164,0.015265346,0.98473465,16,
DACH1,ENSG00000276644,0.015450239,0.98454976,13,
DLG3,ENSG00000082458,0.015484095,0.9845159,X,
KMT2C,ENSG00000055609,0.015568197,0.9844318,7,1.0
KLHL12,ENSG00000117153,0.015596151,0.98440385,1,
BNC1,ENSG00000169594,0.015760899,0.9842391,15,
SRPK3,ENSG00000184343,0.015925527,0.9840745,X,
ZFX,ENSG00000005889,0.015935123,0.9840649,X,
RELCH,ENSG00000134444,0.01610607,0.98389393,18,
NRXN3,ENSG00000021645,0.01612091,0.9838791,14,1.0
KLHL32,ENSG00000186231,0.016183794,0.9838162,6,
MN1,ENSG00000169184,0.016514719,0.9834853,22,
PHF20,ENSG00000025293,0.016627133,0.98337287,20,
REST,ENSG00000084093,0.016723037,0.98327696,4,
TAF6,ENSG00000106290,0.016794741,0.98320526,7,2.0
GRIK5,ENSG00000105737,0.01715678,0.9828432,19,2.0
MARK4,ENSG00000007047,0.017237723,0.9827623,19,
GALNT13,ENSG00000144278,0.017296016,0.982704,2,2.0
RAC1,ENSG00000136238,0.017342985,0.982657,7,
BRSK1,ENSG00000160469,0.017383397,0.9826166,19,
ZSWIM8,ENSG00000214655,0.017454505,0.9825455,10,
HERC1,ENSG00000103657,0.017464995,0.982535,15,2.0
NLK,ENSG00000087095,0.017536104,0.9824639,17,
TNRC18,ENSG00000182095,0.0175668,0.9824332,7,
KLHL20,ENSG00000076321,0.017628253,0.98237175,1,1.0
BOD1L1,ENSG00000038219,0.017890036,0.98210996,4,
CPEB3,ENSG00000107864,0.018076718,0.9819233,10,
MBD5,ENSG00000204406,0.018278837,0.98172116,2,1.0
GRIK3,ENSG00000163873,0.018458843,0.98154116,1,2.0
KAT8,ENSG00000103510,0.018565774,0.9814342,16,
AFF1,ENSG00000172493,0.018624544,0.98137546,4,
ARID4A,ENSG00000032219,0.018731296,0.9812687,14,
SRGAP1,ENSG00000196935,0.01883024,0.98116976,12,
CLK2,ENSG00000176444,0.019036055,0.98096395,1,
NAA15,ENSG00000164134,0.019059122,0.9809409,4,1.0
FGFR2,ENSG00000066468,0.019133687,0.9808663,10,
RNF123,ENSG00000164068,0.019164205,0.9808358,3,
RAP1B,ENSG00000127314,0.019257188,0.9807428,12,
CSNK1G1,ENSG00000169118,0.019312143,0.98068786,15,3.0
DPF3,ENSG00000205683,0.019321978,0.980678,14,
ABR,ENSG00000159842,0.019348025,0.980652,17,
ZBTB2,ENSG00000181472,0.019352376,0.9806476,6,
KANSL3,ENSG00000114982,0.019399822,0.9806002,2,
PHF10,ENSG00000130024,0.019448876,0.9805511,6,
SIPA1L1,ENSG00000197555,0.019503295,0.9804967,14,
SRGAP3,ENSG00000196220,0.019547999,0.980452,3,2.0
KALRN,ENSG00000160145,0.019578516,0.9804215,3,
ZSWIM5,ENSG00000162415,0.01961708,0.9803829,1,
ACIN1,ENSG00000100813,0.019618273,0.9803817,14,
PTPRF,ENSG00000142949,0.019645274,0.9803547,1,
LCOR,ENSG00000196233,0.019704163,0.98029584,10,
BRD4,ENSG00000141867,0.01977259,0.9802274,19,2.0
KDM3A,ENSG00000115548,0.019823313,0.9801767,2,3.0
PPP2R5E,ENSG00000154001,0.01987189,0.9801281,14,
RALB,ENSG00000144118,0.020098686,0.9799013,2,
ZNF148,ENSG00000163848,0.020231187,0.9797688,3,
UBR3,ENSG00000144357,0.020256937,0.97974306,2,
RCOR1,ENSG00000089902,0.020293593,0.9797064,14,
PAK2,ENSG00000180370,0.020705163,0.97929484,3,2.0
PARD3,ENSG00000148498,0.02093333,0.97906667,10,
WAC,ENSG00000095787,0.020956516,0.9790435,10,1.0
PATZ1,ENSG00000100105,0.021241426,0.9787586,22,
PTPRT,ENSG00000196090,0.02125305,0.97874695,20,2.0
ZNF281,ENSG00000162702,0.02147013,0.9785299,1,
CAMK2D,ENSG00000145349,0.021556497,0.9784435,4,
TCF7L2,ENSG00000148737,0.021570563,0.97842944,10,1.0
TAF5,ENSG00000148835,0.021728456,0.97827154,10,
PSIP1,ENSG00000164985,0.021737158,0.97826284,9,
CBFA2T3,ENSG00000129993,0.02181667,0.9781833,16,
RAB1B,ENSG00000174903,0.022048235,0.97795177,11,
MSI2,ENSG00000153944,0.022225022,0.977775,17,
RAB8A,ENSG00000167461,0.022374332,0.97762567,19,
ZFR,ENSG00000056097,0.022414207,0.9775858,5,
DOCK4,ENSG00000128512,0.022497833,0.97750217,7,2.0
SETD1A,ENSG00000099381,0.022568762,0.97743124,16,1.0
CDK12,ENSG00000167258,0.022572875,0.9774271,17,
ZBTB38,ENSG00000177311,0.022853851,0.97714615,3,
PKNOX2,ENSG00000165495,0.022884727,0.9771153,11,
DCLK1,ENSG00000133083,0.022954702,0.9770453,13,
SAP130,ENSG00000136715,0.022978127,0.9770219,2,
EYA1,ENSG00000104313,0.023002386,0.9769976,8,
RYBP,ENSG00000163602,0.023199439,0.97680056,3,
CAMK2A,ENSG00000070808,0.023250818,0.9767492,5,2.0
RAB3C,ENSG00000152932,0.023298144,0.97670186,5,
MEIS3,ENSG00000105419,0.02366656,0.97633344,19,
CNOT6L,ENSG00000138767,0.023711443,0.97628856,4,
TNKS2,ENSG00000107854,0.023823023,0.976177,10,
GRIK2,ENSG00000164418,0.023886085,0.9761139,6,2.0
ZNF652,ENSG00000198740,0.023961604,0.9760384,17,
TJP1,ENSG00000104067,0.024185479,0.9758145,15,
BICRA,ENSG00000063169,0.024195492,0.9758045,19,2.0
IQSEC2,ENSG00000124313,0.024381042,0.97561896,X,1.0
MED23,ENSG00000112282,0.024401367,0.97559863,6,2.0
PICALM,ENSG00000073921,0.024479866,0.97552013,11,
BCORL1,ENSG00000085185,0.024544835,0.97545516,X,
NRAS,ENSG00000213281,0.02479887,0.97520113,1,
QSER1,ENSG00000060749,0.024832964,0.97516704,11,
CUX1,ENSG00000257923,0.025229692,0.9747703,7,2.0
ZMIZ2,ENSG00000122515,0.025232673,0.9747673,7,
ING3,ENSG00000071243,0.025257707,0.9747423,7,
EZH2,ENSG00000106462,0.025271714,0.9747283,7,
NONO,ENSG00000147140,0.025410116,0.9745899,X,
RPTOR,ENSG00000141564,0.025423467,0.97457653,17,
PPP2R5C,ENSG00000078304,0.025542915,0.9744571,14,
HECW2,ENSG00000138411,0.025618076,0.9743819,2,2.0
NETO1,ENSG00000166342,0.025817335,0.97418267,18,
ACTL6A,ENSG00000136518,0.026059508,0.9739405,3,
RFX2,ENSG00000087903,0.026086748,0.97391325,19,
PTBP1,ENSG00000011304,0.026109338,0.97389066,19,
PAN3,ENSG00000152520,0.026257575,0.9737424,13,
ING2,ENSG00000168556,0.02630347,0.97369653,4,
PKN1,ENSG00000123143,0.026394308,0.9736057,19,
ASXL1,ENSG00000171456,0.026415884,0.9735841,20,
DOCK1,ENSG00000150760,0.026455462,0.97354454,10,2.0
MYT1,ENSG00000196132,0.02660364,0.97339636,20,
PCBP3,ENSG00000183570,0.026685774,0.9733142,21,
